nohup: ignoring input
=== Titanium Ultra Enterprise System ===
[SocialMedia] Nincs token, layer passzív.
[Subscription_17] Feature_1 -> Value: 42.57
[Subscription_15] Feature_4 -> Value: 39.32
[Subscription_18] Feature_4 -> Value: 0.2
[Subscription_1] Feature_4 -> Value: 74.01
[Subscription_7] Feature_1 -> Value: 87.26
[Subscription_20] Feature_3 -> Value: 78.53
[Subscription_14] Feature_3 -> Value: 93.99
[Subscription_19] Feature_5 -> Value: 93.68
[Subscription_3] Feature_2 -> Value: 72.29
[Subscription_2] Feature_5 -> Value: 75.7
[Subscription_9] Feature_2 -> Value: 90.46
[Subscription_10] Feature_3 -> Value: 46.52
[Subscription_8] Feature_1 -> Value: 86.61
[Subscription_16] Feature_4 -> Value: 99.47
[Subscription_15] Feature_5 -> Value: 23.11
[Subscription_18] Feature_5 -> Value: 11.46
[Subscription_5] Feature_3 -> Value: 73.8
[Subscription_6] Feature_1 -> Value: 34.38
[Subscription_11] Feature_2 -> Value: 50.28
[Subscription_12] Feature_1 -> Value: 49.03
[Subscription_13] Feature_1 -> Value: 59.65
[Subscription_14] Feature_4 -> Value: 54.8
[Subscription_4] Feature_3 -> Value: 59.25
[Subscription_20] Feature_4 -> Value: 67.96
[Subscription_8] Feature_2 -> Value: 9.16
[Subscription_17] Feature_2 -> Value: 93.19
[Subscription_15] Feature_1 -> Value: 78.95
[Subscription_18] Feature_1 -> Value: 66.26
[Subscription_1] Feature_5 -> Value: 99.75
[Subscription_3] Feature_3 -> Value: 4.05
[Subscription_9] Feature_3 -> Value: 78.4
[Subscription_10] Feature_4 -> Value: 91.84
[Subscription_7] Feature_2 -> Value: 78.76
[Subscription_11] Feature_3 -> Value: 76.35
[Subscription_14] Feature_5 -> Value: 53.83
[Subscription_19] Feature_1 -> Value: 99.28
[Subscription_5] Feature_4 -> Value: 59.1
[Subscription_2] Feature_1 -> Value: 73.31
[Subscription_20] Feature_5 -> Value: 13.42
[Subscription_12] Feature_2 -> Value: 47.63
[Subscription_16] Feature_5 -> Value: 43.14
[Subscription_15] Feature_2 -> Value: 52.8
[Subscription_1] Feature_1 -> Value: 23.57
[Subscription_3] Feature_4 -> Value: 72.84
[Subscription_6] Feature_2 -> Value: 27.29
[Subscription_8] Feature_3 -> Value: 66.49
[Subscription_13] Feature_2 -> Value: 40.34
[Subscription_14] Feature_1 -> Value: 62.43
[Subscription_17] Feature_3 -> Value: 91.99
[Subscription_4] Feature_4 -> Value: 39.11
[Subscription_2] Feature_2 -> Value: 1.67
[Subscription_18] Feature_2 -> Value: 24.48
[Subscription_3] Feature_5 -> Value: 14.54
[Subscription_6] Feature_3 -> Value: 65.43
[Subscription_9] Feature_4 -> Value: 74.94
[Subscription_10] Feature_5 -> Value: 15.44
[Subscription_7] Feature_3 -> Value: 41.02
[Subscription_11] Feature_4 -> Value: 80.06
[Subscription_20] Feature_1 -> Value: 17.63
[Subscription_12] Feature_3 -> Value: 77.7
[Subscription_14] Feature_2 -> Value: 81.22
[Subscription_16] Feature_1 -> Value: 34.13
[Subscription_19] Feature_2 -> Value: 21.61
[Subscription_17] Feature_4 -> Value: 59.48
[Subscription_4] Feature_5 -> Value: 30.45
[Subscription_5] Feature_5 -> Value: 78.14
[Subscription_8] Feature_4 -> Value: 46.27
[Subscription_13] Feature_3 -> Value: 15.71
[Subscription_15] Feature_3 -> Value: 9.16
[Subscription_1] Feature_2 -> Value: 22.17
[Subscription_2] Feature_3 -> Value: 27.52
[Subscription_9] Feature_5 -> Value: 94.67
[Subscription_12] Feature_4 -> Value: 81.59
[Subscription_16] Feature_2 -> Value: 96.97
[Subscription_18] Feature_3 -> Value: 63.37
[Subscription_5] Feature_1 -> Value: 40.21
[Subscription_3] Feature_1 -> Value: 82.28
[Subscription_6] Feature_4 -> Value: 30.43
[Subscription_10] Feature_1 -> Value: 19.95
[Subscription_7] Feature_4 -> Value: 9.35
[Subscription_11] Feature_5 -> Value: 17.04
[Subscription_20] Feature_2 -> Value: 99.36
[Subscription_13] Feature_4 -> Value: 26.01
[Subscription_14] Feature_3 -> Value: 70.86
[Subscription_19] Feature_3 -> Value: 90.54
[Subscription_8] Feature_5 -> Value: 62.56
[Subscription_17] Feature_5 -> Value: 39.84
[Subscription_18] Feature_4 -> Value: 15.33
[Subscription_1] Feature_3 -> Value: 17.59
[Subscription_4] Feature_1 -> Value: 41.31
[Subscription_2] Feature_4 -> Value: 30.08
[Subscription_6] Feature_5 -> Value: 43.86
[Subscription_9] Feature_1 -> Value: 48.45
[Subscription_7] Feature_5 -> Value: 65.73
[Subscription_20] Feature_3 -> Value: 13.36
[Subscription_12] Feature_5 -> Value: 12.1
[Subscription_19] Feature_4 -> Value: 30.66
[Subscription_15] Feature_4 -> Value: 5.31
[Subscription_11] Feature_1 -> Value: 47.04
[Subscription_8] Feature_1 -> Value: 63.27
[Subscription_13] Feature_5 -> Value: 78.76
[Subscription_14] Feature_4 -> Value: 16.24
[Subscription_16] Feature_3 -> Value: 68.99
[Subscription_18] Feature_5 -> Value: 35.37
[Subscription_1] Feature_4 -> Value: 64.27
[Subscription_4] Feature_2 -> Value: 65.56
[Subscription_5] Feature_2 -> Value: 15.1
[Subscription_3] Feature_2 -> Value: 48.19
[Subscription_2] Feature_5 -> Value: 93.45
[Subscription_6] Feature_1 -> Value: 36.92
[Subscription_10] Feature_2 -> Value: 30.72
[Subscription_17] Feature_1 -> Value: 56.79
[Subscription_15] Feature_5 -> Value: 72.05
[Subscription_20] Feature_4 -> Value: 24.65
[Subscription_12] Feature_1 -> Value: 13.08
[Subscription_13] Feature_1 -> Value: 10.18
[Subscription_19] Feature_5 -> Value: 63.35
[Subscription_16] Feature_4 -> Value: 76.1
[Subscription_18] Feature_1 -> Value: 12.57
[Subscription_1] Feature_5 -> Value: 68.6
[Subscription_9] Feature_2 -> Value: 83.54
[Subscription_7] Feature_1 -> Value: 43.0
[Subscription_11] Feature_2 -> Value: 25.3
[Subscription_17] Feature_2 -> Value: 84.36
[Subscription_4] Feature_3 -> Value: 13.07
[Subscription_3] Feature_3 -> Value: 50.6
[Subscription_10] Feature_3 -> Value: 96.93
[Subscription_20] Feature_5 -> Value: 69.58
[Subscription_8] Feature_2 -> Value: 76.51
[Subscription_12] Feature_2 -> Value: 83.66
[Subscription_14] Feature_5 -> Value: 74.81
[Subscription_18] Feature_2 -> Value: 17.35
[Subscription_5] Feature_3 -> Value: 71.96
[Subscription_2] Feature_1 -> Value: 48.89
[Subscription_6] Feature_2 -> Value: 15.95
[Subscription_13] Feature_2 -> Value: 39.64
[Subscription_19] Feature_1 -> Value: 29.72
[Subscription_15] Feature_1 -> Value: 70.11
[Subscription_3] Feature_4 -> Value: 17.12
[Subscription_7] Feature_2 -> Value: 81.81
[Subscription_20] Feature_1 -> Value: 61.76
[Subscription_16] Feature_5 -> Value: 48.77
[Subscription_17] Feature_3 -> Value: 74.66
[Subscription_18] Feature_3 -> Value: 75.51
[Subscription_1] Feature_1 -> Value: 9.2
[Subscription_5] Feature_4 -> Value: 67.32
[Subscription_9] Feature_3 -> Value: 75.46
[Subscription_11] Feature_3 -> Value: 24.39
[Subscription_14] Feature_1 -> Value: 44.18
[Subscription_15] Feature_2 -> Value: 59.51
[Subscription_4] Feature_4 -> Value: 66.98
[Subscription_10] Feature_4 -> Value: 26.7
[Subscription_12] Feature_3 -> Value: 58.86
[Subscription_8] Feature_3 -> Value: 8.3
[Subscription_13] Feature_3 -> Value: 44.67
[Subscription_19] Feature_2 -> Value: 27.33
[Subscription_18] Feature_4 -> Value: 73.35
[Subscription_5] Feature_5 -> Value: 82.16
[Subscription_3] Feature_5 -> Value: 65.42
[Subscription_2] Feature_2 -> Value: 83.51
[Subscription_6] Feature_3 -> Value: 5.58
[Subscription_9] Feature_4 -> Value: 96.46
[Subscription_11] Feature_4 -> Value: 61.65
[Subscription_16] Feature_1 -> Value: 54.65
[Subscription_17] Feature_4 -> Value: 23.08
[Subscription_7] Feature_3 -> Value: 2.07
[Subscription_20] Feature_2 -> Value: 44.78
[Subscription_8] Feature_4 -> Value: 55.26
[Subscription_14] Feature_2 -> Value: 83.68
[Subscription_19] Feature_3 -> Value: 1.94
[Subscription_15] Feature_3 -> Value: 99.13
[Subscription_1] Feature_2 -> Value: 34.69
[Subscription_4] Feature_5 -> Value: 76.83
[Subscription_5] Feature_1 -> Value: 93.49
[Subscription_2] Feature_3 -> Value: 87.12
[Subscription_10] Feature_5 -> Value: 99.74
[Subscription_9] Feature_5 -> Value: 99.22
[Subscription_11] Feature_5 -> Value: 69.35
[Subscription_12] Feature_4 -> Value: 82.54
[Subscription_16] Feature_2 -> Value: 38.34
[Subscription_17] Feature_5 -> Value: 10.45
[Subscription_3] Feature_1 -> Value: 41.66
[Subscription_6] Feature_4 -> Value: 4.5
[Subscription_20] Feature_3 -> Value: 22.02
[Subscription_8] Feature_5 -> Value: 36.74
[Subscription_13] Feature_4 -> Value: 89.64
[Subscription_18] Feature_5 -> Value: 6.86
[Subscription_9] Feature_1 -> Value: 26.77
[Subscription_16] Feature_3 -> Value: 58.61
[Subscription_1] Feature_3 -> Value: 15.45
[Subscription_5] Feature_2 -> Value: 31.38
[Subscription_2] Feature_4 -> Value: 79.47
[Subscription_6] Feature_5 -> Value: 99.07
[Subscription_7] Feature_4 -> Value: 52.89
[Subscription_20] Feature_4 -> Value: 46.34
[Subscription_8] Feature_1 -> Value: 4.57
[Subscription_14] Feature_3 -> Value: 44.27
[Subscription_19] Feature_4 -> Value: 95.55
[Subscription_17] Feature_1 -> Value: 96.83
[Subscription_15] Feature_4 -> Value: 7.57
[Subscription_4] Feature_1 -> Value: 12.16
[Subscription_3] Feature_2 -> Value: 73.2
[Subscription_10] Feature_1 -> Value: 88.53
[Subscription_11] Feature_1 -> Value: 85.69
[Subscription_12] Feature_5 -> Value: 38.28
[Subscription_16] Feature_4 -> Value: 55.48
[Subscription_18] Feature_1 -> Value: 33.99
[Subscription_13] Feature_5 -> Value: 11.8
[Subscription_14] Feature_4 -> Value: 34.52
[Subscription_19] Feature_5 -> Value: 22.18
[Subscription_17] Feature_2 -> Value: 43.82
[Subscription_15] Feature_5 -> Value: 55.7
[Subscription_5] Feature_3 -> Value: 92.53
[Subscription_7] Feature_5 -> Value: 58.77
[Subscription_9] Feature_2 -> Value: 80.96
[Subscription_12] Feature_1 -> Value: 1.01
[Subscription_16] Feature_5 -> Value: 93.89
[Subscription_1] Feature_4 -> Value: 20.24
[Subscription_3] Feature_3 -> Value: 5.68
[Subscription_2] Feature_5 -> Value: 39.19
[Subscription_6] Feature_1 -> Value: 50.45
[Subscription_10] Feature_2 -> Value: 65.64
[Subscription_20] Feature_5 -> Value: 88.77
[Subscription_8] Feature_2 -> Value: 99.78
[Subscription_14] Feature_5 -> Value: 92.07
[Subscription_18] Feature_2 -> Value: 83.39
[Subscription_4] Feature_2 -> Value: 27.76
[Subscription_5] Feature_4 -> Value: 84.8
[Subscription_11] Feature_2 -> Value: 18.38
[Subscription_13] Feature_1 -> Value: 44.47
[Subscription_17] Feature_3 -> Value: 48.32
[Subscription_15] Feature_1 -> Value: 30.93
[Subscription_16] Feature_1 -> Value: 3.31
[Subscription_7] Feature_1 -> Value: 64.58
[Subscription_9] Feature_3 -> Value: 47.05
[Subscription_19] Feature_1 -> Value: 42.98
[Subscription_18] Feature_3 -> Value: 26.9
[Subscription_5] Feature_5 -> Value: 86.8
[Subscription_2] Feature_1 -> Value: 60.23
[Subscription_12] Feature_2 -> Value: 20.62
[Subscription_13] Feature_2 -> Value: 22.45
[Subscription_14] Feature_1 -> Value: 90.95
[Subscription_17] Feature_4 -> Value: 30.06
[Subscription_16] Feature_2 -> Value: 65.74
[Subscription_1] Feature_5 -> Value: 35.96
[Subscription_3] Feature_4 -> Value: 18.03
[Subscription_6] Feature_2 -> Value: 9.2
[Subscription_10] Feature_3 -> Value: 7.36
[Subscription_11] Feature_3 -> Value: 93.5
[Subscription_7] Feature_2 -> Value: 75.15
[Subscription_9] Feature_4 -> Value: 61.2
[Subscription_20] Feature_1 -> Value: 70.47
[Subscription_8] Feature_3 -> Value: 64.75
[Subscription_19] Feature_2 -> Value: 85.73
[Subscription_4] Feature_3 -> Value: 43.72
[Subscription_15] Feature_2 -> Value: 47.34
[Subscription_1] Feature_1 -> Value: 30.71
[Subscription_3] Feature_5 -> Value: 94.88
[Subscription_6] Feature_3 -> Value: 33.16
[Subscription_19] Feature_3 -> Value: 19.76
[Subscription_17] Feature_5 -> Value: 72.38
[Subscription_18] Feature_4 -> Value: 35.84
[Subscription_4] Feature_4 -> Value: 67.61
[Subscription_5] Feature_1 -> Value: 72.31
[Subscription_2] Feature_2 -> Value: 2.64
[Subscription_10] Feature_4 -> Value: 52.15
[Subscription_11] Feature_4 -> Value: 29.71
[Subscription_7] Feature_3 -> Value: 8.75
[Subscription_9] Feature_5 -> Value: 37.1
[Subscription_20] Feature_2 -> Value: 89.04
[Subscription_12] Feature_3 -> Value: 6.69
[Subscription_13] Feature_3 -> Value: 78.67
[Subscription_14] Feature_2 -> Value: 2.06
[Subscription_16] Feature_3 -> Value: 60.79
[Subscription_8] Feature_4 -> Value: 62.6
[Subscription_15] Feature_3 -> Value: 44.77
[Subscription_5] Feature_2 -> Value: 68.23
[Subscription_10] Feature_5 -> Value: 68.68
[Subscription_7] Feature_4 -> Value: 33.52
[Subscription_12] Feature_4 -> Value: 70.63
[Subscription_13] Feature_4 -> Value: 71.55
[Subscription_19] Feature_4 -> Value: 40.52
[Subscription_17] Feature_1 -> Value: 7.62
[Subscription_1] Feature_2 -> Value: 85.0
[Subscription_4] Feature_5 -> Value: 3.67
[Subscription_3] Feature_1 -> Value: 9.1
[Subscription_2] Feature_3 -> Value: 60.69
[Subscription_6] Feature_4 -> Value: 54.52
[Subscription_11] Feature_5 -> Value: 87.46
[Subscription_9] Feature_1 -> Value: 17.42
[Subscription_8] Feature_5 -> Value: 52.23
[Subscription_14] Feature_3 -> Value: 78.46
[Subscription_18] Feature_5 -> Value: 48.54
[Subscription_16] Feature_4 -> Value: 60.32
[Subscription_5] Feature_3 -> Value: 30.92
[Subscription_20] Feature_3 -> Value: 80.23
[Subscription_15] Feature_4 -> Value: 14.77
[Subscription_10] Feature_1 -> Value: 33.03
[Subscription_7] Feature_5 -> Value: 72.74
[Subscription_9] Feature_2 -> Value: 1.66
[Subscription_13] Feature_5 -> Value: 7.5
[Subscription_1] Feature_3 -> Value: 47.55
[Subscription_4] Feature_1 -> Value: 69.23
[Subscription_5] Feature_4 -> Value: 98.73
[Subscription_2] Feature_4 -> Value: 91.78
[Subscription_11] Feature_1 -> Value: 89.72
[Subscription_12] Feature_5 -> Value: 31.62
[Subscription_14] Feature_4 -> Value: 76.36
[Subscription_19] Feature_5 -> Value: 8.59
[Subscription_17] Feature_2 -> Value: 27.82
[Subscription_16] Feature_5 -> Value: 36.36
[Subscription_3] Feature_2 -> Value: 13.03
[Subscription_6] Feature_5 -> Value: 16.45
[Subscription_7] Feature_1 -> Value: 19.52
[Subscription_8] Feature_1 -> Value: 99.02
[Subscription_13] Feature_1 -> Value: 38.65
[Subscription_18] Feature_1 -> Value: 32.27
[Subscription_4] Feature_2 -> Value: 5.31
[Subscription_20] Feature_4 -> Value: 89.17
[Subscription_14] Feature_5 -> Value: 42.73
[Subscription_15] Feature_5 -> Value: 57.52
[Subscription_1] Feature_4 -> Value: 7.27
[Subscription_5] Feature_5 -> Value: 77.18
[Subscription_10] Feature_2 -> Value: 14.24
[Subscription_11] Feature_2 -> Value: 62.86
[Subscription_7] Feature_2 -> Value: 82.2
[Subscription_9] Feature_3 -> Value: 55.95
[Subscription_18] Feature_2 -> Value: 66.38
[Subscription_16] Feature_1 -> Value: 26.21
[Subscription_3] Feature_3 -> Value: 52.2
[Subscription_2] Feature_5 -> Value: 33.48
[Subscription_6] Feature_1 -> Value: 48.96
[Subscription_12] Feature_1 -> Value: 61.32
[Subscription_8] Feature_2 -> Value: 89.03
[Subscription_14] Feature_1 -> Value: 78.63
[Subscription_19] Feature_1 -> Value: 89.93
[Subscription_15] Feature_1 -> Value: 16.52
[Subscription_17] Feature_3 -> Value: 95.83
[Subscription_1] Feature_5 -> Value: 34.66
[Subscription_4] Feature_3 -> Value: 33.92
[Subscription_10] Feature_3 -> Value: 55.91
[Subscription_20] Feature_5 -> Value: 55.14
[Subscription_7] Feature_3 -> Value: 96.27
[Subscription_13] Feature_2 -> Value: 84.89
[Subscription_16] Feature_2 -> Value: 80.44
[Subscription_6] Feature_2 -> Value: 25.94
[Subscription_9] Feature_4 -> Value: 72.55
[Subscription_17] Feature_4 -> Value: 38.96
[Subscription_1] Feature_1 -> Value: 14.73
[Subscription_4] Feature_4 -> Value: 71.8
[Subscription_5] Feature_1 -> Value: 64.45
[Subscription_2] Feature_1 -> Value: 94.87
[Subscription_11] Feature_3 -> Value: 73.38
[Subscription_20] Feature_1 -> Value: 48.82
[Subscription_12] Feature_2 -> Value: 4.07
[Subscription_7] Feature_4 -> Value: 25.25
[Subscription_8] Feature_3 -> Value: 44.07
[Subscription_19] Feature_2 -> Value: 39.57
[Subscription_15] Feature_2 -> Value: 11.99
[Subscription_18] Feature_3 -> Value: 78.19
[Subscription_16] Feature_3 -> Value: 58.05
[Subscription_3] Feature_4 -> Value: 32.76
[Subscription_6] Feature_3 -> Value: 65.26
[Subscription_13] Feature_3 -> Value: 5.5
[Subscription_14] Feature_2 -> Value: 17.62
[Subscription_17] Feature_5 -> Value: 30.12
[Subscription_4] Feature_5 -> Value: 76.7
[Subscription_2] Feature_2 -> Value: 46.48
[Subscription_10] Feature_4 -> Value: 54.51
[Subscription_11] Feature_4 -> Value: 89.51
[Subscription_9] Feature_5 -> Value: 94.74
[Subscription_7] Feature_5 -> Value: 98.71
[Subscription_8] Feature_4 -> Value: 2.51
[Subscription_1] Feature_2 -> Value: 37.96
[Subscription_20] Feature_2 -> Value: 88.03
[Subscription_12] Feature_3 -> Value: 27.75
[Subscription_15] Feature_3 -> Value: 37.23
[Subscription_19] Feature_3 -> Value: 48.05
[Subscription_18] Feature_4 -> Value: 66.87
[Subscription_16] Feature_4 -> Value: 28.03
[Subscription_5] Feature_2 -> Value: 21.66
[Subscription_3] Feature_5 -> Value: 20.31
[Subscription_6] Feature_4 -> Value: 27.3
[Subscription_9] Feature_1 -> Value: 93.15
[Subscription_7] Feature_1 -> Value: 37.25
[Subscription_13] Feature_4 -> Value: 41.11
[Subscription_17] Feature_1 -> Value: 58.41
[Subscription_4] Feature_1 -> Value: 68.68
[Subscription_2] Feature_3 -> Value: 58.94
[Subscription_10] Feature_5 -> Value: 54.87
[Subscription_14] Feature_3 -> Value: 22.81
[Subscription_15] Feature_4 -> Value: 30.23
[Subscription_19] Feature_4 -> Value: 13.88
[Subscription_18] Feature_5 -> Value: 36.67
[Subscription_5] Feature_3 -> Value: 51.13
[Subscription_6] Feature_5 -> Value: 49.03
[Subscription_11] Feature_5 -> Value: 85.28
[Subscription_12] Feature_4 -> Value: 7.98
[Subscription_8] Feature_5 -> Value: 33.45
[Subscription_1] Feature_3 -> Value: 56.14
[Subscription_4] Feature_2 -> Value: 80.51
[Subscription_3] Feature_1 -> Value: 54.69
[Subscription_10] Feature_1 -> Value: 54.11
[Subscription_20] Feature_3 -> Value: 35.33
[Subscription_13] Feature_5 -> Value: 70.98
[Subscription_15] Feature_5 -> Value: 63.24
[Subscription_17] Feature_2 -> Value: 53.05
[Subscription_18] Feature_1 -> Value: 99.82
[Subscription_16] Feature_5 -> Value: 21.88
[Subscription_5] Feature_4 -> Value: 27.0
[Subscription_2] Feature_4 -> Value: 74.29
[Subscription_6] Feature_1 -> Value: 58.02
[Subscription_11] Feature_1 -> Value: 41.85
[Subscription_12] Feature_5 -> Value: 6.32
[Subscription_9] Feature_2 -> Value: 31.07
[Subscription_7] Feature_2 -> Value: 67.95
[Subscription_19] Feature_5 -> Value: 49.36
[Subscription_4] Feature_3 -> Value: 52.56
[Subscription_10] Feature_2 -> Value: 76.61
[Subscription_14] Feature_4 -> Value: 53.6
[Subscription_16] Feature_1 -> Value: 74.03
[Subscription_3] Feature_2 -> Value: 40.3
[Subscription_20] Feature_4 -> Value: 89.75
[Subscription_9] Feature_3 -> Value: 8.99
[Subscription_8] Feature_1 -> Value: 62.42
[Subscription_15] Feature_1 -> Value: 43.27
[Subscription_17] Feature_3 -> Value: 97.81
[Subscription_1] Feature_4 -> Value: 3.29
[Subscription_5] Feature_5 -> Value: 78.27
[Subscription_4] Feature_4 -> Value: 18.65
[Subscription_7] Feature_3 -> Value: 82.4
[Subscription_13] Feature_1 -> Value: 86.0
[Subscription_18] Feature_2 -> Value: 95.68
[Subscription_2] Feature_5 -> Value: 99.43
[Subscription_6] Feature_2 -> Value: 43.29
[Subscription_10] Feature_3 -> Value: 28.7
[Subscription_11] Feature_2 -> Value: 71.09
[Subscription_12] Feature_1 -> Value: 18.24
[Subscription_20] Feature_5 -> Value: 34.38
[Subscription_14] Feature_5 -> Value: 0.3
[Subscription_19] Feature_1 -> Value: 91.54
[Subscription_4] Feature_5 -> Value: 74.2
[Subscription_8] Feature_2 -> Value: 84.46
[Subscription_15] Feature_2 -> Value: 17.01
[Subscription_18] Feature_3 -> Value: 12.0
[Subscription_16] Feature_2 -> Value: 7.91
[Subscription_5] Feature_1 -> Value: 65.97
[Subscription_3] Feature_3 -> Value: 90.76
[Subscription_10] Feature_4 -> Value: 79.71
[Subscription_11] Feature_3 -> Value: 13.75
[Subscription_9] Feature_4 -> Value: 6.03
[Subscription_12] Feature_2 -> Value: 51.72
[Subscription_7] Feature_4 -> Value: 48.72
[Subscription_20] Feature_1 -> Value: 6.58
[Subscription_13] Feature_2 -> Value: 21.35
[Subscription_17] Feature_4 -> Value: 83.27
[Subscription_1] Feature_5 -> Value: 73.39
[Subscription_8] Feature_3 -> Value: 94.95
[Subscription_14] Feature_1 -> Value: 23.33
[Subscription_19] Feature_2 -> Value: 82.11
[Subscription_4] Feature_1 -> Value: 89.98
[Subscription_2] Feature_1 -> Value: 44.93
[Subscription_6] Feature_3 -> Value: 9.32
[Subscription_12] Feature_3 -> Value: 5.84
[Subscription_3] Feature_4 -> Value: 44.2
[Subscription_10] Feature_5 -> Value: 82.91
[Subscription_9] Feature_5 -> Value: 70.56
[Subscription_11] Feature_4 -> Value: 58.63
[Subscription_13] Feature_3 -> Value: 31.33
[Subscription_14] Feature_2 -> Value: 74.75
[Subscription_15] Feature_3 -> Value: 77.74
[Subscription_18] Feature_4 -> Value: 91.98
[Subscription_16] Feature_3 -> Value: 11.2
[Subscription_5] Feature_2 -> Value: 85.53
[Subscription_4] Feature_2 -> Value: 4.79
[Subscription_6] Feature_4 -> Value: 28.82
[Subscription_7] Feature_5 -> Value: 32.19
[Subscription_20] Feature_2 -> Value: 34.57
[Subscription_17] Feature_5 -> Value: 86.87
[Subscription_1] Feature_1 -> Value: 11.92
[Subscription_3] Feature_5 -> Value: 29.78
[Subscription_10] Feature_1 -> Value: 46.09
[Subscription_11] Feature_5 -> Value: 97.67
[Subscription_8] Feature_4 -> Value: 52.65
[Subscription_19] Feature_3 -> Value: 42.45
[Subscription_15] Feature_4 -> Value: 85.04
[Subscription_4] Feature_3 -> Value: 84.06
[Subscription_2] Feature_2 -> Value: 43.68
[Subscription_6] Feature_5 -> Value: 19.21
[Subscription_12] Feature_4 -> Value: 22.93
[Subscription_9] Feature_1 -> Value: 27.11
[Subscription_13] Feature_4 -> Value: 84.66
[Subscription_14] Feature_3 -> Value: 79.99
[Subscription_1] Feature_2 -> Value: 20.52
[Subscription_5] Feature_3 -> Value: 39.76
[Subscription_7] Feature_1 -> Value: 22.19
[Subscription_8] Feature_5 -> Value: 53.1
[Subscription_17] Feature_1 -> Value: 91.79
[Subscription_15] Feature_5 -> Value: 13.28
[Subscription_18] Feature_5 -> Value: 18.49
[Subscription_16] Feature_4 -> Value: 93.26
[Subscription_3] Feature_1 -> Value: 31.07
[Subscription_4] Feature_4 -> Value: 56.87
[Subscription_20] Feature_3 -> Value: 56.23
[Subscription_11] Feature_1 -> Value: 45.68
[Subscription_9] Feature_2 -> Value: 67.33
[Subscription_13] Feature_5 -> Value: 13.13
[Subscription_19] Feature_4 -> Value: 33.39
[Subscription_1] Feature_3 -> Value: 17.61
[Subscription_10] Feature_2 -> Value: 54.18
[Subscription_12] Feature_5 -> Value: 15.95
[Subscription_14] Feature_4 -> Value: 25.18
[Subscription_17] Feature_2 -> Value: 17.64
[Subscription_15] Feature_1 -> Value: 4.19
[Subscription_2] Feature_3 -> Value: 60.63
[Subscription_6] Feature_1 -> Value: 34.87
[Subscription_11] Feature_2 -> Value: 9.21
[Subscription_13] Feature_1 -> Value: 84.64
[Subscription_18] Feature_1 -> Value: 16.76
[Subscription_1] Feature_4 -> Value: 0.33
[Subscription_5] Feature_4 -> Value: 38.59
[Subscription_10] Feature_3 -> Value: 80.5
[Subscription_7] Feature_2 -> Value: 30.98
[Subscription_8] Feature_1 -> Value: 95.33
[Subscription_9] Feature_3 -> Value: 77.92
[Subscription_19] Feature_5 -> Value: 5.0
[Subscription_16] Feature_5 -> Value: 57.13
[Subscription_3] Feature_2 -> Value: 51.32
[Subscription_4] Feature_5 -> Value: 78.71
[Subscription_20] Feature_4 -> Value: 47.88
[Subscription_12] Feature_1 -> Value: 23.11
[Subscription_11] Feature_3 -> Value: 63.7
[Subscription_13] Feature_2 -> Value: 33.39
[Subscription_14] Feature_5 -> Value: 47.2
[Subscription_17] Feature_3 -> Value: 93.04
[Subscription_15] Feature_2 -> Value: 23.44
[Subscription_1] Feature_5 -> Value: 66.17
[Subscription_10] Feature_4 -> Value: 36.16
[Subscription_8] Feature_2 -> Value: 25.61
[Subscription_5] Feature_5 -> Value: 75.73
[Subscription_2] Feature_4 -> Value: 61.9
[Subscription_6] Feature_2 -> Value: 51.21
[Subscription_7] Feature_3 -> Value: 69.89
[Subscription_20] Feature_5 -> Value: 77.79
[Subscription_12] Feature_2 -> Value: 32.2
[Subscription_11] Feature_4 -> Value: 14.02
[Subscription_14] Feature_1 -> Value: 1.65
[Subscription_19] Feature_1 -> Value: 19.37
[Subscription_18] Feature_2 -> Value: 81.13
[Subscription_9] Feature_4 -> Value: 38.28
[Subscription_8] Feature_3 -> Value: 44.2
[Subscription_15] Feature_3 -> Value: 1.85
[Subscription_16] Feature_1 -> Value: 30.39
[Subscription_3] Feature_3 -> Value: 38.24
[Subscription_4] Feature_1 -> Value: 96.93
[Subscription_2] Feature_5 -> Value: 96.31
[Subscription_10] Feature_5 -> Value: 97.29
[Subscription_7] Feature_4 -> Value: 86.43
[Subscription_13] Feature_3 -> Value: 33.05
[Subscription_14] Feature_2 -> Value: 56.74
[Subscription_17] Feature_4 -> Value: 90.38
[Subscription_1] Feature_1 -> Value: 75.17
[Subscription_5] Feature_1 -> Value: 79.89
[Subscription_6] Feature_3 -> Value: 39.3
[Subscription_20] Feature_1 -> Value: 31.36
[Subscription_11] Feature_5 -> Value: 61.0
[Subscription_15] Feature_4 -> Value: 47.99
[Subscription_18] Feature_3 -> Value: 81.94
[Subscription_4] Feature_2 -> Value: 71.95
[Subscription_12] Feature_3 -> Value: 84.23
[Subscription_19] Feature_2 -> Value: 1.34
[Subscription_16] Feature_2 -> Value: 14.51
[Subscription_1] Feature_2 -> Value: 78.87
[Subscription_6] Feature_4 -> Value: 93.13
[Subscription_10] Feature_1 -> Value: 80.77
[Subscription_9] Feature_5 -> Value: 17.26
[Subscription_8] Feature_4 -> Value: 42.15
[Subscription_11] Feature_1 -> Value: 95.89
[Subscription_13] Feature_4 -> Value: 21.46
[Subscription_17] Feature_5 -> Value: 39.88
[Subscription_18] Feature_4 -> Value: 37.65
